LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
640483.368781,640483.368762,1673974980.051318,250952.000,39130,1,BV,1,100,3.72
640484.365611,640484.365591,1673974981.048118,251918.000,39281,1,BV,1,100,3.72
640485.361408,640485.361388,1673974982.043886,252883.000,39432,1,BV,1,100,3.72
640486.362364,640486.362345,1673974983.044814,253853.000,39602,1,BV,1,100,3.72
640487.363321,640487.363302,1673974984.045741,254823.000,39751,1,BV,1,100,3.72
640488.365310,640488.365290,1673974985.047701,255794.000,39909,1,BV,1,100,3.71
640489.368330,640489.368311,1673974986.050692,256766.000,40078,1,BV,1,100,3.72
640490.365159,640490.365140,1673974987.047492,257732.000,40226,1,BV,1,100,3.72
640491.367148,640491.367128,1673974988.049452,258703.000,40396,1,BV,1,100,3.72
640492.362945,640492.362925,1673974989.045220,259668.000,40565,1,BV,1,100,3.72
640493.357711,640493.357691,1673974990.039956,260632.000,40715,1,BV,1,100,3.71
640494.357635,640494.357615,1673974991.039852,261601.000,40874,1,BV,1,100,3.71
640495.353432,640495.353412,1673974992.035620,262566.000,41026,1,BV,1,100,3.72
640496.353357,640496.353337,1673974993.035516,263535.000,41193,1,BV,1,100,3.71
640497.350186,640497.350166,1673974994.032316,264501.000,41344,1,BV,1,100,3.72
640498.354239,640498.354219,1673974995.036339,265474.000,41514,1,BV,1,100,3.71
640499.353132,640499.353112,1673974996.035203,266442.000,41669,1,BV,1,100,3.71
640500.349961,640500.349941,1673974997.032003,267408.000,41820,1,BV,1,100,3.71
640501.348854,640501.348833,1673974998.030867,268376.000,41990,1,BV,1,100,3.71
640502.343619,640502.343599,1673974999.025603,269340.000,42139,1,BV,1,100,3.71
640503.339416,640503.339396,1673975000.021371,270305.000,42309,1,BV,1,100,3.71
640504.340373,640504.340352,1673975001.022299,271275.000,42468,1,BV,1,100,3.71
640505.338234,640505.338213,1673975002.020131,272242.000,42617,1,BV,1,100,3.71
640506.339191,640506.339170,1673975003.021058,273212.000,42787,1,BV,1,100,3.71
640507.334988,640507.334967,1673975004.016826,274177.000,42938,1,BV,1,100,3.71
640508.338008,640508.337988,1673975005.019818,275149.000,43105,1,BV,1,100,3.72
640509.334837,640509.334817,1673975006.016618,276115.000,43257,1,BV,1,100,3.71
640510.333730,640510.333709,1673975007.015482,277083.000,43414,1,BV,1,100,3.71
640511.328496,640511.328475,1673975008.010218,278047.000,43581,1,BV,1,100,3.71
640512.323261,640512.323240,1673975009.004954,279011.000,43733,1,BV,1,100,3.72
640513.322154,640513.322133,1673975010.003818,279979.000,43903,1,BV,1,100,3.71
640514.321047,640514.321025,1673975011.002682,280947.000,44051,1,BV,1,100,3.71
640515.320971,640515.320950,1673975012.002578,281916.000,44225,1,BV,1,100,3.71
640516.318832,640516.318811,1673975013.000409,282883.000,44379,1,BV,1,100,3.71
640517.318757,640517.318736,1673975014.000305,283852.000,44543,1,BV,1,100,3.71
640518.319714,640518.319693,1673975015.001233,284822.000,44694,1,BV,1,100,3.71
640519.315511,640519.315490,1673975015.997001,285787.000,44864,1,BV,1,100,3.72
640520.316468,640520.316446,1673975016.997928,286757.000,45021,1,BV,1,100,3.71
640521.312265,640521.312243,1673975017.993697,287722.000,45172,1,BV,1,100,3.71
640522.309094,640522.309072,1673975018.990497,288688.000,45342,1,BV,1,100,3.71
640523.302827,640523.302806,1673975019.984201,289651.000,45492,1,BV,1,100,3.71
640524.305848,640524.305826,1673975020.987192,290623.000,45661,1,BV,1,100,3.71
640525.302677,640525.302655,1673975021.983992,291589.000,45812,1,BV,1,100,3.71
640526.299506,640526.299484,1673975022.980793,292555.000,45970,1,BV,1,100,3.71
640527.302527,640527.302505,1673975023.983784,293527.000,46137,1,BV,1,100,3.71
640528.300388,640528.300366,1673975024.981616,294494.000,46289,1,BV,1,100,3.71
640529.293089,640529.293067,1673975025.974288,295456.000,46455,1,BV,1,100,3.71
640530.295078,640530.295056,1673975026.976248,296427.000,46607,1,BV,1,100,3.71
640531.288811,640531.288789,1673975027.969952,297390.000,46767,1,BV,1,100,3.71
640532.285640,640532.285618,1673975028.966752,298356.000,46916,1,BV,1,100,3.71
640533.281437,640533.281415,1673975029.962520,299321.000,47086,1,BV,1,100,3.71
640534.286522,640534.286499,1673975030.967576,300295.000,47255,1,BV,1,100,3.71
640535.284383,640535.284360,1673975031.965407,301262.000,47404,1,BV,1,100,3.71
640536.281212,640536.281189,1673975032.962208,302228.000,47544,1,BV,1,100,3.71
640537.285264,640537.285242,1673975033.966231,303201.000,47714,1,BV,1,100,3.71
640538.283125,640538.283103,1673975034.964063,304168.000,47862,1,BV,1,100,3.71
640539.280986,640539.280964,1673975035.961895,305135.000,48032,1,BV,1,100,3.71
640540.275751,640540.275729,1673975036.956631,306099.000,48201,1,BV,1,100,3.71
640541.272581,640541.272558,1673975037.953431,307065.000,48357,1,BV,1,100,3.71
640542.268378,640542.268355,1673975038.949199,308030.000,48509,1,BV,1,100,3.71
640543.266239,640543.266216,1673975039.947031,308997.000,48661,1,BV,1,100,3.71
640544.269259,640544.269236,1673975040.950022,309969.000,48828,1,BV,1,100,3.71
640545.267120,640545.267097,1673975041.947854,310936.000,48996,1,BV,1,100,3.71
640546.267045,640546.267022,1673975042.947750,311905.000,49149,1,BV,1,100,3.71
640547.265938,640547.265915,1673975043.946614,312873.000,49303,1,BV,1,100,3.71
640548.261735,640548.261712,1673975044.942382,313838.000,49454,1,BV,1,100,3.71
640549.260628,640549.260605,1673975045.941246,314806.000,49624,1,BV,1,100,3.71
640550.256425,640550.256402,1673975046.937014,315771.000,49773,1,BV,1,100,3.71
640551.249127,640551.249103,1673975047.929686,316733.000,49943,1,BV,1,100,3.71
640552.248019,640552.247996,1673975048.928550,317701.000,50101,1,BV,1,100,3.71
640553.248976,640553.248953,1673975049.929478,318671.000,50250,1,BV,1,100,3.71
640554.249933,640554.249909,1673975050.930405,319641.000,50420,1,BV,1,100,3.71
640555.245730,640555.245706,1673975051.926173,320606.000,50571,1,BV,1,100,3.71
640556.247719,640556.247695,1673975052.928133,321577.000,50738,1,BV,1,100,3.71
640557.245580,640557.245556,1673975053.925965,322544.000,50881,1,BV,1,100,3.71
640558.243441,640558.243417,1673975054.923797,323511.000,51050,1,BV,1,100,3.71
640559.238206,640559.238182,1673975055.918533,324475.000,51199,1,BV,1,100,3.71
640560.232971,640560.232947,1673975056.913270,325439.000,51369,1,BV,1,100,3.71
640561.228768,640561.228744,1673975057.909038,326404.000,51520,1,BV,1,100,3.71
640562.226629,640562.226605,1673975058.906869,327371.000,51687,1,BV,1,100,3.71
640563.230682,640563.230658,1673975059.910893,328344.000,51844,1,BV,1,100,3.71
640564.231639,640564.231614,1673975060.911820,329314.000,52013,1,BV,1,100,3.71
640565.231563,640565.231539,1673975061.911716,330283.000,52162,1,BV,1,100,3.71
640566.230456,640566.230432,1673975062.910580,331251.000,52331,1,BV,1,100,3.71
640567.231413,640567.231389,1673975063.911507,332221.000,52483,1,BV,1,100,3.71
640568.227210,640568.227186,1673975064.907276,333186.000,52641,1,BV,1,100,3.71
640569.221975,640569.221951,1673975065.902012,334150.000,52792,1,BV,1,100,3.71
640570.219836,640570.219812,1673975066.899844,335117.000,52962,1,BV,1,100,3.71
640571.219761,640571.219737,1673975067.899740,336086.000,53126,1,BV,1,100,3.71
640572.217622,640572.217598,1673975068.897571,337053.000,53279,1,BV,1,100,3.71
640573.217547,640573.217522,1673975069.897467,338022.000,53438,1,BV,1,100,3.71
640574.219536,640574.219511,1673975070.899427,338993.000,53604,1,BV,1,100,3.71
640575.214301,640575.214276,1673975071.894163,339957.000,53757,1,BV,1,100,3.71
640576.214226,640576.214201,1673975072.894058,340926.000,53926,1,BV,1,100,3.71
640577.212087,640577.212062,1673975073.891891,341893.000,54074,1,BV,1,100,3.71
640578.206852,640578.206827,1673975074.886627,342857.000,54244,1,BV,1,100,3.71
640579.201617,640579.201592,1673975075.881363,343821.000,54386,1,BV,1,100,3.71
640580.196383,640580.196357,1673975076.876099,344785.000,54553,1,BV,1,100,3.71
640581.196307,640581.196282,1673975077.875995,345754.000,54705,1,BV,1,100,3.71
640582.196232,640582.196207,1673975078.875891,346723.000,54875,1,BV,1,100,3.71
640583.198221,640583.198195,1673975079.877850,347694.000,55023,1,BV,1,100,3.71
640584.200209,640584.200184,1673975080.879810,348665.000,55182,1,BV,1,100,3.71
640585.194975,640585.194949,1673975081.874546,349629.000,55334,1,BV,1,100,3.71
640586.197995,640586.197970,1673975082.877537,350601.000,55501,1,BV,1,100,3.71
640587.191729,640587.191703,1673975083.871242,351564.000,55668,1,BV,1,100,3.71
640588.186494,640588.186468,1673975084.865978,352528.000,55820,1,BV,1,100,3.71
640589.184355,640589.184329,1673975085.863810,353495.000,55976,1,BV,1,100,3.71
640590.181184,640590.181158,1673975086.860610,354461.000,56127,1,BV,1,100,3.71
640591.181109,640591.181083,1673975087.860506,355430.000,56297,1,BV,1,100,3.71
640592.177938,640592.177912,1673975088.857306,356396.000,56463,1,BV,1,100,3.71
640593.184054,640593.184028,1673975089.863393,357371.000,56598,1,BV,1,100,3.71
640594.185011,640594.184985,1673975090.864320,358341.000,56757,1,BV,1,100,3.71
640595.181840,640595.181814,1673975091.861120,359307.000,56907,1,BV,1,100,3.71
640596.181765,640596.181739,1673975092.861016,360276.000,57058,1,BV,1,100,3.71
640597.175498,640597.175472,1673975093.854720,361239.000,57228,1,BV,1,100,3.71
640598.171295,640598.171269,1673975094.850489,362204.000,57379,1,BV,1,100,3.71
640599.169156,640599.169130,1673975095.848320,363171.000,57547,1,BV,1,100,3.71
640600.168049,640600.168023,1673975096.847184,364139.000,57688,1,BV,1,100,3.71
640601.166942,640601.166916,1673975097.846048,365107.000,57854,1,BV,1,100,3.71
640602.163771,640602.163745,1673975098.842848,366073.000,58006,1,BV,1,100,3.71
640603.165760,640603.165733,1673975099.844808,367044.000,58176,1,BV,1,100,3.71
640604.164653,640604.164626,1673975100.843672,368012.000,58342,1,BV,1,100,3.71
640605.163546,640605.163519,1673975101.842535,368980.000,58483,1,BV,1,100,3.71
640606.160375,640606.160348,1673975102.839335,369946.000,58635,1,BV,1,100,3.71
640607.153076,640607.153049,1673975103.832008,370908.000,58802,1,BV,1,100,3.71
640608.151969,640608.151942,1673975104.830872,371876.000,58971,1,BV,1,100,3.71
640609.149830,640609.149803,1673975105.828704,372843.000,59123,1,BV,1,100,3.71
640610.148723,640610.148696,1673975106.827567,373811.000,59263,1,BV,1,100,3.71
640611.145552,640611.145525,1673975107.824368,374777.000,59433,1,BV,1,100,3.71
640612.148572,640612.148545,1673975108.827359,375749.000,59602,1,BV,1,100,3.71
640613.148497,640613.148470,1673975109.827255,376718.000,59750,1,BV,1,100,3.71
640614.146358,640614.146331,1673975110.825086,377685.000,59920,1,BV,1,100,3.71
640615.147315,640615.147288,1673975111.826014,378655.000,60072,1,BV,1,100,3.71
640616.142080,640616.142053,1673975112.820750,379619.000,60229,1,BV,1,100,3.71
640617.137877,640617.137850,1673975113.816519,380584.000,60381,1,BV,1,100,3.71
640618.132643,640618.132615,1673975114.811255,381548.000,60551,1,BV,1,100,3.71
640619.134631,640619.134604,1673975115.813214,382519.000,60699,1,BV,1,100,3.71
640620.133524,640620.133497,1673975116.812078,383487.000,60869,1,BV,1,100,3.71
640621.129321,640621.129294,1673975117.807846,384452.000,61010,1,BV,1,100,3.71
640622.133374,640622.133346,1673975118.811869,385425.000,61177,1,BV,1,100,3.71
640623.129171,640623.129143,1673975119.807637,386390.000,61328,1,BV,1,100,3.71
640624.124968,640624.124940,1673975120.803406,387355.000,61498,1,BV,1,100,3.71
640625.124893,640625.124865,1673975121.803301,388324.000,61647,1,BV,1,100,3.71
640626.119658,640626.119630,1673975122.798038,389288.000,61808,1,BV,1,100,3.71
640627.115455,640627.115427,1673975123.793806,390253.000,61959,1,BV,1,100,3.71
640628.110221,640628.110193,1673975124.788542,391217.000,62126,1,BV,1,100,3.71
640629.112209,640629.112181,1673975125.790502,392188.000,62277,1,BV,1,100,3.71
640630.110070,640630.110042,1673975126.788333,393155.000,62428,1,BV,1,100,3.71
640631.107931,640631.107903,1673975127.786165,394122.000,62601,1,BV,1,100,3.71
640632.111984,640632.111955,1673975128.790189,395095.000,62753,1,BV,1,100,3.71
640633.108813,640633.108784,1673975129.786989,396061.000,62906,1,BV,1,100,3.71
640634.108738,640634.108709,1673975130.786885,397030.000,63072,1,BV,1,100,3.71
640635.105567,640635.105538,1673975131.783684,397996.000,63224,1,BV,1,100,3.71
640636.100332,640636.100303,1673975132.778421,398960.000,63393,1,BV,1,100,3.71
640637.096129,640637.096101,1673975133.774189,399925.000,63546,1,BV,1,100,3.71
640638.095022,640638.094993,1673975134.773053,400893.000,63697,1,BV,1,100,3.71
640639.097011,640639.096982,1673975135.775012,401864.000,63867,1,BV,1,100,3.70
640640.094872,640640.094843,1673975136.772844,402831.000,64016,1,BV,1,100,3.70
640641.094796,640641.094768,1673975137.772740,403800.000,64186,1,BV,1,100,3.70
640642.096785,640642.096756,1673975138.774699,404771.000,64345,1,BV,1,100,3.71
640643.091550,640643.091521,1673975139.769436,405735.000,64494,1,BV,1,100,3.70
640644.091475,640644.091446,1673975140.769331,406704.000,64664,1,BV,1,100,3.71
640645.089336,640645.089307,1673975141.767163,407671.000,64812,1,BV,1,100,3.70
640646.083069,640646.083040,1673975142.760868,408634.000,64982,1,BV,1,100,3.71
640647.077835,640647.077806,1673975143.755604,409598.000,65140,1,BV,1,100,3.71
640648.078791,640648.078762,1673975144.756531,410568.000,65294,1,BV,1,100,3.71
640649.077684,640649.077655,1673975145.755395,411536.000,65458,1,BV,1,100,3.71
640650.078641,640650.078612,1673975146.756323,412506.000,74,1,BV,1,100,3.71
640651.076502,640651.076473,1673975147.754155,413473.000,244,1,BV,1,100,3.71
640652.078491,640652.078461,1673975148.756114,414444.000,392,1,BV,1,100,3.71
640653.077384,640653.077354,1673975149.754978,415412.000,567,1,BV,1,100,3.71
640654.074213,640654.074183,1673975150.751778,416378.000,717,1,BV,1,100,3.71
640655.068978,640655.068948,1673975151.746514,417342.000,886,1,BV,1,100,3.71
