LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,LC,LM,
640313.604456,640313.604447,1673974810.291936,86438,11929,4,TX,1,100,640313.4290174,640313.4290264,
640314.999604,640314.999595,1673974811.687044,87790,12153,4,TX,1,100,640314.9289434,640314.9289524,
640316.567081,640316.567072,1673974813.254476,89309,12405,4,TX,1,100,640316.4299564,640316.4299765,
640318.077804,640318.077795,1673974814.765154,90773,12641,4,TX,1,100,640317.9306889,640317.9307092,
640319.470888,640319.470879,1673974816.158197,92123,12865,4,TX,1,100,640319.4309959,640319.4310086,
640321.050748,640321.050739,1673974817.738012,93654,13117,4,TX,1,100,640320.9319645,640320.9319773,
640322.485109,640322.485100,1673974819.172331,95044,13352,4,TX,1,100,640322.4328800,640322.4329153,
640324.041236,640324.041226,1673974820.728412,96552,13604,4,TX,1,100,640323.9332997,640323.9333185,
640325.468373,640325.468363,1673974822.155508,97935,13830,4,TX,1,100,640325.4342828,640325.4343025,
640326.992510,640326.992500,1673974823.679601,99412,14080,4,TX,1,100,640326.9352484,640326.9352681,
640328.565147,640328.565137,1673974825.252192,100936,14332,4,TX,1,100,640328.4361777,640328.4361979,
640329.973710,640329.973700,1673974826.660714,102301,14557,4,TX,1,100,640329.9365046,640329.9365257,
640331.513326,640331.513316,1673974828.200285,103793,14808,4,TX,1,100,640331.4371157,640331.4371261,
640332.968325,640332.968315,1673974829.655241,105203,15044,4,TX,1,100,640332.9372530,640332.9372634,
640334.470792,640334.470782,1673974831.157665,106659,15279,4,TX,1,100,640334.4372987,640334.4373250,
640336.016599,640336.016589,1673974832.703427,108157,15536,4,TX,1,100,640335.9382494,640335.9382619,
640337.525258,640337.525248,1673974834.212042,109619,15772,4,TX,1,100,640337.4391147,640337.4391330,
640338.997799,640338.997789,1673974835.684540,111046,16008,4,TX,1,100,640338.9400636,640338.9400819,
640340.562181,640340.562171,1673974837.248877,112562,16264,4,TX,1,100,640340.4405796,640340.4405929,
640342.032659,640342.032648,1673974838.719311,113987,16500,4,TX,1,100,640341.9410872,640341.9411161,
640343.601169,640343.601158,1673974840.287775,115507,16751,4,TX,1,100,640343.4413454,640343.4413421,
640345.032433,640345.032423,1673974841.718999,116894,16987,4,TX,1,100,640344.9413793,640344.9413760,
640346.533869,640346.533858,1673974843.220390,118349,17227,4,TX,1,100,640346.4420346,640346.4420681,
640347.985772,640347.985761,1673974844.672251,119756,17463,4,TX,1,100,640347.9423854,640347.9424283,
640349.542930,640349.542919,1673974846.229364,121265,17715,4,TX,1,100,640349.4424367,640349.4424544,
640350.969036,640350.969024,1673974847.655428,122647,17940,4,TX,1,100,640350.9430513,640350.9430690,
640352.507620,640352.507608,1673974849.193967,124138,18191,4,TX,1,100,640352.4433745,640352.4433969,
640353.965714,640353.965703,1673974850.652019,125551,18427,4,TX,1,100,640353.9443418,640353.9443619,
640355.470245,640355.470234,1673974852.156506,127009,18662,4,TX,1,100,640355.4452341,640355.4452634,
640357.026372,640357.026360,1673974853.712588,128517,18920,4,TX,1,100,640356.9459939,640356.9460231,
640358.523679,640358.523667,1673974855.209851,129968,19154,4,TX,1,100,640358.4463932,640358.4464128,
640359.980742,640359.980730,1673974856.666872,131380,19390,4,TX,1,100,640359.9473052,640359.9473494,
640361.525517,640361.525506,1673974858.211602,132877,19647,4,TX,1,100,640361.4482293,640361.4482387,
640363.025921,640363.025909,1673974859.711962,134331,19883,4,TX,1,100,640362.9483976,640362.9484070,
640364.501558,640364.501546,1673974861.187556,135761,20118,4,TX,1,100,640364.4487491,640364.4487696,
640366.040142,640366.040130,1673974862.726095,137252,20371,4,TX,1,100,640365.9491721,640365.9491982,
640367.532290,640367.532277,1673974864.218200,138698,20611,4,TX,1,100,640367.4492528,640367.4492821,
640369.095640,640369.095627,1673974865.781504,140213,20864,4,TX,1,100,640368.9503644,640368.9503937,
640370.536192,640370.536179,1673974867.222014,141609,21098,4,TX,1,100,640370.4506229,640370.4506403,
640372.010797,640372.010785,1673974868.696577,143038,21340,4,TX,1,100,640371.9508869,640371.9509034,
640373.475083,640373.475071,1673974870.160820,144457,21574,4,TX,1,100,640373.4511360,640373.4511480,
640375.017795,640375.017782,1673974871.703487,145952,21825,4,TX,1,100,640374.9513807,640374.9513927,
640376.502720,640376.502707,1673974873.188368,147391,22059,4,TX,1,100,640376.4521228,640376.4521490,
640377.982484,640377.982472,1673974874.668090,148825,22301,4,TX,1,100,640377.9523694,640377.9523853,
640379.525196,640379.525183,1673974876.210757,150320,22552,4,TX,1,100,640379.4532069,640379.4532195,
640380.994642,640380.994629,1673974877.680160,151744,22789,4,TX,1,100,640380.9532272,640380.9532398,
640382.476471,640382.476457,1673974879.161945,153180,23023,4,TX,1,100,640382.4535191,640382.4535150,
640384.012991,640384.012977,1673974880.698421,154669,23281,4,TX,1,100,640383.9543319,640383.9543515,
640385.600075,640385.600061,1673974882.285458,156207,23532,4,TX,1,100,640385.4551639,640385.4551930,
640386.990063,640386.990050,1673974883.675406,157554,23752,4,TX,1,100,640386.9559144,640386.9559435,
640388.487371,640388.487357,1673974885.172670,159005,23991,4,TX,1,100,640388.4560827,640388.4560914,
640390.088901,640390.088888,1673974886.774154,160557,24243,4,TX,1,100,640389.9566195,640389.9566391,
640391.521198,640391.521184,1673974888.206409,161945,24477,4,TX,1,100,640391.4565782,640391.4566001,
640393.026761,640393.026747,1673974889.711928,163404,24715,4,TX,1,100,640392.9575526,640392.9575745,
640394.583919,640394.583905,1673974891.269042,164913,24970,4,TX,1,100,640394.4583949,640394.4584234,
640396.023440,640396.023426,1673974892.708520,166308,25207,4,TX,1,100,640395.9589853,640395.9590001,
640397.492885,640397.492871,1673974894.177923,167732,25441,4,TX,1,100,640397.4590943,640397.4591031,
640399.083065,640399.083051,1673974895.768056,169273,25699,4,TX,1,100,640398.9592766,640398.9592854,
640400.508139,640400.508124,1673974897.193088,170654,25933,4,TX,1,100,640400.4597138,640400.4597344,
640401.983776,640401.983761,1673974898.668682,172084,26170,4,TX,1,100,640401.9604111,640401.9604369,
640403.540934,640403.540920,1673974900.225796,173593,26421,4,TX,1,100,640403.4612495,640403.4612710,
640405.032050,640405.032036,1673974901.716868,175038,26663,4,TX,1,100,640404.9616318,640404.9616533,
640406.505624,640406.505609,1673974903.190398,176466,26897,4,TX,1,100,640406.4618008,640406.4618180,
640407.997771,640407.997757,1673974904.682503,177912,27134,4,TX,1,100,640407.9624002,640407.9624160,
640409.510558,640409.510543,1673974906.195245,179378,27373,4,TX,1,100,640409.4626951,640409.4627323,
640411.057397,640411.057382,1673974907.742039,180877,27610,4,TX,1,100,640410.9631380,640410.9631752,
640412.602172,640412.602157,1673974909.286770,182374,27864,4,TX,1,100,640412.4631481,640412.4631783,
640414.064395,640414.064380,1673974910.748950,183791,28098,4,TX,1,100,640413.9637292,640413.9637493,
640415.519394,640415.519379,1673974912.203906,185201,28321,4,TX,1,100,640415.4644817,640415.4644899,
640416.999159,640416.999143,1673974913.683628,186635,28558,4,TX,1,100,640416.9647137,640416.9647219,
640418.571796,640418.571780,1673974915.256219,188159,28810,4,TX,1,100,640418.4653725,640418.4653906,
640420.081486,640420.081471,1673974916.765866,189622,29036,4,TX,1,100,640419.9663149,640419.9663342,
640421.517911,640421.517895,1673974918.202249,191014,29270,4,TX,1,100,640421.4665427,640421.4665579,
640422.994580,640422.994564,1673974919.678875,192445,29507,4,TX,1,100,640422.9674159,640422.9674311,
640424.613653,640424.613638,1673974921.297901,194014,29760,4,TX,1,100,640424.4680641,640424.4680870,
640426.004674,640426.004658,1673974922.688881,195362,29983,4,TX,1,100,640425.9690148,640425.9690276,
640427.551513,640427.551497,1673974924.235675,196861,30172,4,TX,1,100,640427.4693252,640427.4693521,
640428.988969,640428.988953,1673974925.673090,198254,30409,4,TX,1,100,640428.9695819,640428.9696088,
640430.496596,640430.496580,1673974927.180672,199715,30648,4,TX,1,100,640430.4701689,640430.4701915,
640432.033116,640432.033100,1673974928.717148,201204,30901,4,TX,1,100,640431.9707411,640431.9707683,
640433.595434,640433.595418,1673974930.279420,202718,31153,4,TX,1,100,640433.4716027,640433.4716202,
640435.064880,640435.064863,1673974931.748823,204142,31387,4,TX,1,100,640434.9718906,640434.9719081,
640436.561155,640436.561139,1673974933.245055,205592,31631,4,TX,1,100,640436.4725787,640436.4725994,
640438.002739,640438.002723,1673974934.686597,206989,31864,4,TX,1,100,640437.9730751,640437.9730824,
640439.518621,640439.518605,1673974936.202435,208458,32099,4,TX,1,100,640439.4732955,640439.4732866,
640441.066493,640441.066476,1673974937.750261,209958,32355,4,TX,1,100,640440.9739571,640440.9739482,
640442.627779,640442.627762,1673974939.311502,211471,32609,4,TX,1,100,640442.4741280,640442.4741288,
640444.028086,640444.028069,1673974940.711768,212828,32827,4,TX,1,100,640443.9742443,640443.9742479,
640445.586277,640445.586260,1673974942.269913,214338,33080,4,TX,1,100,640445.4742967,640445.4743164,
640447.012382,640447.012365,1673974943.695977,215720,33303,4,TX,1,100,640446.9744250,640446.9744447,
640448.546838,640448.546821,1673974945.230389,217207,33542,4,TX,1,100,640448.4752744,640448.4752819,
640450.116380,640450.116362,1673974946.799885,218728,33791,4,TX,1,100,640449.9761288,640449.9761517,
640451.544549,640451.544532,1673974948.228012,220112,34018,4,TX,1,100,640451.4763013,640451.4763262,
640453.033601,640453.033584,1673974949.717021,221555,34252,4,TX,1,100,640452.9764883,640452.9765133,
640454.583536,640454.583519,1673974951.266911,223057,34506,4,TX,1,100,640454.4764847,640454.4765141,
640456.025120,640456.025103,1673974952.708453,224454,34740,4,TX,1,100,640455.9771802,640455.9772019,
640457.572991,640457.572974,1673974954.256279,225954,34982,4,TX,1,100,640457.4774325,640457.4774401,
640459.008384,640459.008366,1673974955.691630,227345,35216,4,TX,1,100,640458.9779050,640458.9779126,
640460.509819,640460.509801,1673974957.193021,228800,35452,4,TX,1,100,640460.4782637,640460.4782729,
640462.070073,640462.070055,1673974958.753230,230312,35694,4,TX,1,100,640461.9787707,640461.9787897,
640463.597306,640463.597288,1673974960.280419,231792,35947,4,TX,1,100,640463.4790594,640463.4790690,
640465.057465,640465.057447,1673974961.740535,233207,36181,4,TX,1,100,640464.9792647,640464.9792742,
640466.555804,640466.555786,1673974963.238830,234659,36419,4,TX,1,100,640466.4798824,640466.4798914,
640468.088197,640468.088178,1673974964.771178,236144,36656,4,TX,1,100,640467.9802480,640467.9802754,
640469.525653,640469.525635,1673974966.208593,237537,36893,4,TX,1,100,640469.4812230,640469.4812441,
640471.095194,640471.095176,1673974967.778089,239058,37144,4,TX,1,100,640470.9819266,640470.9819477,
640472.631715,640472.631696,1673974969.314564,240547,37386,4,TX,1,100,640472.4825161,640472.4825264,
640474.057820,640474.057801,1673974970.740628,241929,37620,4,TX,1,100,640473.9829731,640473.9829886,
640475.578862,640475.578843,1673974972.261625,243403,37857,4,TX,1,100,640475.4837975,640475.4838135,
640477.018382,640477.018363,1673974973.701103,244798,38092,4,TX,1,100,640476.9842316,640476.9842476,
640478.536327,640478.536308,1673974975.219005,246269,38335,4,TX,1,100,640478.4847136,640478.4847356,
640480.094518,640480.094499,1673974976.777150,247779,38585,4,TX,1,100,640479.9855250,640479.9855409,
640481.644453,640481.644434,1673974978.327040,249281,38837,4,TX,1,100,640481.4863054,640481.4863301,
640483.139697,640483.139677,1673974979.822240,250730,39061,4,TX,1,100,640482.9863538,640482.9863785,
640484.512142,640484.512123,1673974981.194646,252060,39284,4,TX,1,100,640484.4872024,640484.4872223,
640486.015641,640486.015622,1673974982.698101,253517,39518,4,TX,1,100,640485.9871133,640485.9871278,
640487.549066,640487.549046,1673974984.231481,255003,39771,4,TX,1,100,640487.4880553,640487.4880622,
640489.287841,640489.287821,1673974985.970205,256688,40044,4,TX,1,100,640488.9889645,640488.9889714,
640490.554000,640490.553980,1673974987.236327,257915,40247,4,TX,1,100,640490.4893076,640490.4893432,
640492.029637,640492.029617,1673974988.711921,259345,40481,4,TX,1,100,640491.9900799,640491.9901151,
640493.520753,640493.520733,1673974990.202994,260790,40718,4,TX,1,100,640493.4909237,640493.4909441,
640495.027348,640495.027328,1673974991.709545,262250,40959,4,TX,1,100,640494.9911801,640494.9912004,
640496.598953,640496.598933,1673974993.281104,263773,41211,4,TX,1,100,640496.4921979,640496.4922371,
640498.100388,640498.100368,1673974994.782495,265228,41446,4,TX,1,100,640497.9929228,640497.9929375,
640499.635876,640499.635856,1673974996.317939,266716,41688,4,TX,1,100,640499.4938603,640499.4938893,
640501.078492,640501.078472,1673974997.760513,268114,41922,4,TX,1,100,640500.9945718,640500.9946008,
640502.632555,640502.632534,1673974999.314531,269620,42176,4,TX,1,100,640502.4950439,640502.4950539,
640504.019448,640504.019427,1673975000.701383,270964,42393,4,TX,1,100,640503.9960642,640503.9960621,
640505.575574,640505.575553,1673975002.257464,272472,42637,4,TX,1,100,640505.4966844,640505.4967112,
640507.026445,640507.026425,1673975003.708293,273878,42871,4,TX,1,100,640506.9972349,640506.9972617,
640508.585668,640508.585647,1673975005.267470,275389,43125,4,TX,1,100,640508.4973392,640508.4973605,
640510.102582,640510.102561,1673975006.784340,276859,43365,4,TX,1,100,640509.9978607,640509.9978814,
640511.555517,640511.555496,1673975008.237232,278267,43601,4,TX,1,100,640511.4988021,640511.4988133,
640513.043537,640513.043516,1673975009.725209,279709,43835,4,TX,1,100,640512.9987352,640512.9987465,
640514.592440,640514.592419,1673975011.274067,281210,44088,4,TX,1,100,640514.4989881,640514.4990213,
640516.122769,640516.122747,1673975012.804351,282693,44326,4,TX,1,100,640515.9996430,640515.9996678,
640517.588087,640517.588065,1673975014.269627,284113,44562,4,TX,1,100,640517.5003235,640517.5003454,
640519.127703,640519.127681,1673975015.809198,285605,44814,4,TX,1,100,640519.0009351,640519.0009570,
640520.659063,640520.659042,1673975017.340514,287089,45055,4,TX,1,100,640520.5013718,640520.5013706,
640522.080009,640522.079988,1673975018.761418,288466,45274,4,TX,1,100,640522.0019459,640522.0019854,
640523.613434,640523.613412,1673975020.294798,289952,45528,4,TX,1,100,640523.5022148,640523.5022481,
640525.081847,640525.081826,1673975021.763169,291375,45763,4,TX,1,100,640525.0025073,640525.0025407,
640526.637974,640526.637952,1673975023.319251,292883,46004,4,TX,1,100,640526.5027009,640526.5027221,
640528.089877,640528.089855,1673975024.771111,294290,46239,4,TX,1,100,640528.0034247,640528.0034255,
640529.558291,640529.558269,1673975026.239482,295713,46475,4,TX,1,100,640529.5043634,640529.5043690,
640531.106162,640531.106140,1673975027.787309,297213,46717,4,TX,1,100,640531.0053602,640531.0053657,
640532.605534,640532.605511,1673975029.286636,298666,46953,4,TX,1,100,640532.5059448,640532.5059569,
640534.341213,640534.341191,1673975031.022265,300348,47235,4,TX,1,100,640534.0062299,640534.0062587,
640535.593957,640535.593934,1673975032.274973,301562,47440,4,TX,1,100,640535.5064093,640535.5064334,
640537.114998,640537.114976,1673975033.795970,303036,47663,4,TX,1,100,640537.0068747,640537.0068988,
640538.554519,640538.554496,1673975035.235448,304431,47899,4,TX,1,100,640538.5070299,640538.5070424,
640540.119932,640540.119910,1673975036.800816,305948,48151,4,TX,1,100,640540.0078266,640540.0078493,
640541.574931,640541.574909,1673975038.255773,307358,48375,4,TX,1,100,640541.5088837,640541.5088938,
640543.063984,640543.063961,1673975039.744782,308801,48609,4,TX,1,100,640543.0094417,640543.0094518,
640544.599472,640544.599449,1673975041.280225,310289,48862,4,TX,1,100,640544.5098387,640544.5098541,
640546.055503,640546.055480,1673975042.736214,311700,49097,4,TX,1,100,640546.0097790,640546.0098180,
640547.616789,640547.616766,1673975044.297454,313213,49339,4,TX,1,100,640547.5101381,640547.5101461,
640549.094490,640549.094467,1673975045.775112,314645,49574,4,TX,1,100,640549.0105709,640549.0105789,
640550.543297,640550.543274,1673975047.223878,316049,49810,4,TX,1,100,640550.5106760,640550.5106713,
640552.119030,640552.119007,1673975048.799565,317576,50050,4,TX,1,100,640552.0114267,640552.0114351,
640553.538944,640553.538921,1673975050.219437,318952,50286,4,TX,1,100,640553.5117655,640553.5117806,
640555.132220,640555.132196,1673975051.812666,320496,50536,4,TX,1,100,640555.0120063,640555.0120214,
640556.674931,640556.674908,1673975053.355333,321991,50774,4,TX,1,100,640556.5120359,640556.5120454,
640558.102069,640558.102045,1673975054.782429,323374,50999,4,TX,1,100,640558.0125856,640558.0125969,
640559.552940,640559.552916,1673975056.233258,324780,51235,4,TX,1,100,640559.5130360,640559.5130588,
640561.094620,640561.094596,1673975057.774893,326274,51485,4,TX,1,100,640561.0131509,640561.0131737,
640562.636299,640562.636275,1673975059.316528,327768,51727,4,TX,1,100,640562.5141656,640562.5141782,
640564.188298,640564.188274,1673975060.868481,329272,51977,4,TX,1,100,640564.0144209,640564.0144446,
640565.583446,640565.583422,1673975062.263588,330624,52199,4,TX,1,100,640565.5151276,640565.5151415,
640567.117902,640567.117878,1673975063.798000,332111,52448,4,TX,1,100,640567.0155470,640567.0155609,
640568.588380,640568.588356,1673975065.268435,333536,52675,4,TX,1,100,640568.5163227,640568.5163375,
640570.116645,640570.116621,1673975066.796655,335017,52926,4,TX,1,100,640570.0165121,640570.0165409,
640571.617048,640571.617024,1673975068.297015,336471,53163,4,TX,1,100,640571.5165193,640571.5165383,
640573.160792,640573.160767,1673975069.840714,337967,53402,4,TX,1,100,640573.0172224,640573.0172414,
640574.594121,640574.594096,1673975071.274000,339356,53640,4,TX,1,100,640574.5177352,640574.5177439,
640576.143024,640576.142999,1673975072.822859,340857,53890,4,TX,1,100,640576.0177776,640576.0177986,
640577.558810,640577.558785,1673975074.238604,342229,54111,4,TX,1,100,640577.5180379,640577.5180619,
640579.090171,640579.090145,1673975075.769920,343713,54351,4,TX,1,100,640579.0187374,640579.0187614,
640580.592638,640580.592612,1673975077.272343,345169,54588,4,TX,1,100,640580.5198954,640580.5199193,
640582.065179,640582.065154,1673975078.744841,346596,54823,4,TX,1,100,640582.0200286,640582.0200532,
640583.605827,640583.605802,1673975080.285444,348089,55075,4,TX,1,100,640583.5200548,640583.5200883,
640585.167113,640585.167088,1673975081.846685,349602,55315,4,TX,1,100,640585.0200600,640585.0200935,
640586.611793,640586.611767,1673975083.291323,351002,55551,4,TX,1,100,640586.5203093,640586.5203167,
640588.072983,640588.072958,1673975084.752471,352418,55786,4,TX,1,100,640588.0203049,640588.0203253,
640589.546557,640589.546531,1673975086.226001,353846,56012,4,TX,1,100,640589.5204618,640589.5204759,
640591.091332,640591.091306,1673975087.770732,355343,56263,4,TX,1,100,640591.0211264,640591.0211405,
640592.608246,640592.608220,1673975089.287601,356813,56500,4,TX,1,100,640592.5213236,640592.5213421,
640594.056022,640594.055996,1673975090.735335,358216,56717,4,TX,1,100,640594.0215716,640594.0215565,
640595.620403,640595.620377,1673975092.299671,359732,56960,4,TX,1,100,640595.5218084,640595.5218294,
640597.054764,640597.054738,1673975093.733990,361122,57178,4,TX,1,100,640597.0224077,640597.0224286,
640598.579933,640598.579907,1673975095.259115,362600,57430,4,TX,1,100,640598.5227849,640598.5227978,
640600.086528,640600.086502,1673975096.765666,364060,57654,4,TX,1,100,640600.0228467,640600.0228587,
640601.641623,640601.641596,1673975098.320715,365567,57908,4,TX,1,100,640601.5228553,640601.5228862,
640603.078047,640603.078021,1673975099.757097,366959,58142,4,TX,1,100,640603.0229501,640603.0229810,
640604.562971,640604.562945,1673975101.241979,368398,58378,4,TX,1,100,640604.5237268,640604.5237534,
640606.142832,640606.142805,1673975102.821793,369929,58617,4,TX,1,100,640606.0238533,640606.0238717,
640607.692767,640607.692740,1673975104.371683,371431,58870,4,TX,1,100,640607.5245334,640607.5245554,
640609.060053,640609.060027,1673975105.738930,372756,59089,4,TX,1,100,640609.0251181,640609.0251401,
640610.547042,640610.547015,1673975107.225875,374197,59316,4,TX,1,100,640610.5254826,640610.5255002,
640612.084594,640612.084567,1673975108.763382,375687,59566,4,TX,1,100,640612.0260382,640612.0260473,
640613.568486,640613.568459,1673975110.247231,377125,59802,4,TX,1,100,640613.5265637,640613.5265868,
640615.053411,640615.053384,1673975111.732113,378564,60037,4,TX,1,100,640615.0266225,640615.0266456,
640616.596122,640616.596095,1673975113.274779,380059,60281,4,TX,1,100,640616.5267128,640616.5267266,
640618.077951,640618.077924,1673975114.756565,381495,60515,4,TX,1,100,640618.0270409,640618.0270578,
640619.557716,640619.557689,1673975116.236287,382929,60751,4,TX,1,100,640619.5278438,640619.5278579,
640621.119002,640621.118975,1673975117.797527,384442,60991,4,TX,1,100,640621.0279218,640621.0279359,
640622.609086,640622.609059,1673975119.287568,385886,61228,4,TX,1,100,640622.5287582,640622.5287671,
640624.057894,640624.057866,1673975120.736333,387290,61462,4,TX,1,100,640624.0294789,640624.0294790,
640625.578935,640625.578907,1673975122.257330,388764,61699,4,TX,1,100,640625.5294992,640625.5295164,
640627.131966,640627.131938,1673975123.810316,390269,61941,4,TX,1,100,640627.0297795,640627.0297967,
640628.654039,640628.654011,1673975125.332345,391744,62178,4,TX,1,100,640628.5298781,640628.5299003,
640630.089432,640630.089404,1673975126.767696,393135,62412,4,TX,1,100,640630.0301725,640630.0301661,
640631.667229,640631.667200,1673975128.345447,394664,62652,4,TX,1,100,640631.5309270,640631.5309347,
640633.157313,640633.157284,1673975129.835487,396108,62887,4,TX,1,100,640633.0317073,640633.0317150,
640634.591673,640634.591645,1673975131.269806,397498,63123,4,TX,1,100,640634.5321258,640634.5321463,
640636.050800,640636.050772,1673975132.728890,398912,63357,4,TX,1,100,640636.0328643,640636.0328771,
640637.579065,640637.579036,1673975134.257111,400393,63599,4,TX,1,100,640637.5335837,640637.5336285,
640639.127968,640639.127939,1673975135.805969,401894,63848,4,TX,1,100,640639.0344295,640639.0344743,
640640.568520,640640.568491,1673975137.246479,403290,64085,4,TX,1,100,640640.5352700,640640.5352736,
640642.171083,640642.171054,1673975138.848995,404843,64326,4,TX,1,100,640642.0361993,640642.0362153,
640643.603380,640643.603351,1673975140.281250,406231,64563,4,TX,1,100,640643.5368579,640643.5368919,
640645.299847,640645.299818,1673975141.977668,407875,64833,4,TX,1,100,640645.0376262,640645.0376602,
640646.564973,640646.564944,1673975143.242758,409101,65034,4,TX,1,100,640646.5382285,640646.5382610,
640648.091174,640648.091145,1673975144.768914,410580,65275,4,TX,1,100,640648.0384525,640648.0384852,
640649.561652,640649.561623,1673975146.239349,412005,65512,4,TX,1,100,640649.5392842,640649.5392916,
640651.088885,640651.088856,1673975147.766537,413485,224,4,TX,1,100,640651.0397520,640651.0397594,
640652.634692,640652.634663,1673975149.312300,414983,468,4,TX,1,100,640652.5397739,640652.5397924,
640654.160894,640654.160864,1673975150.838456,416462,720,4,TX,1,100,640654.0401488,640654.0401784,
